,PMID,abstract
411,32549161,"this study, regarding the importance and significance of self-concept in children's psychological health and considering the strong role of art in meeting psychological needs, aimed at investigating the effect of poetry reading on the self-concept of Adolescents."
412,32549162,"To describe individual, interpersonal, and environmental factors and sexual risk behaviors among Thai Muslim adolescents."
413,32549163,"Adolescent pregnancy in Guatemala is a multifactorial issue contributing to maternal and child mortality as well as negative social and economic outcomes. While multiple organizations have identified this as an important area for improvement, little has been published on methods for reducing rates of adolescent pregnancy in resource-limited settings. We characterized the effects of a brief intervention on the knowledge and attitudes towards sexual health of high schoolers in a rural Guatemalan community."
414,32549164,"The present study aimed to examine the mediational role of maladaptive cognitive schema in the association between stressful life events, which are operationalised as major (i. e. negative life events) and minor (i. e. daily hassles) life stressors, and depressive symptoms among adolescents."
415,32549165,The study aimed to assess the prevalence and correlates of sexual risk behaviours among adolescents in four Southeast Asian countries.
416,32549166,"This study investigated the association between sleep disorders and depression in adolescents, PubMed/MedLine, SciELO and Lilacs databases were consulted, with an interval of 7 years (2013-2019), in English, Portuguese and Spanish. An integrative review was carried out where after analyzing the inclusion criteria, 616 articles were selected for reading titles and abstracts and 94 of these were selected for full reading. After the full reading, 15 articles were elected to be part of this review. Results show that both sleep disorders are risk factors for depression, as depression can be a risk factor for sleep disorders. Insomnia was the most frequent sleep disorder in adolescence, besides being considered a public health problem. It is concluded that sleep disorders and depressive symptoms are associated and present with great frequency in the adolescent public."
417,32549167,Body image is widely related to behavioral factors in adolescents and negative levels has been associated to poor physical and mental health. This study analyzed the association of physical activity and sedentary behavior with body dissatisfaction in adolescents.
418,32549168,"The improvement in the/reaction time is important, as it is an indicator of cognitive function. Therefore, there is a need, especially for adolescents in the form of techniques or courses that can improve the reaction time. Yoga was found to cause a better improvement in the health of the individuals. The present study intended to show the effects of Bhramari pranayama (Bhr.P) on reaction time in the healthy adolescents."
419,32549183,"Health literacy is one of the goals of public health and the key challenge of health education in the 21st century. This study aimed to determine E-health literacy and correlates among medical sciences students in Karaj, Iran 2017."
420,32549184,"To determine contraceptive uptake, reasons for non-use and predictors of use."
421,32549185,"Acne and menstrual symptoms are highly prevalent among young women. Since both acne and menstrual symptoms have similar hormonal pathogenesis, it is highly suggested that the two conditions are associated. Herein, we conducted this study to assess the relationship between acne and menstrual symptoms among young women."
422,32549186,"Physical fitness in children and adolescents determines their health status and predicts if they are prone to co-morbidities that may extend in adulthood. The initial literature on the benefits of being physically fit was limited to the musculoskeletal and cardio-respiratory systems. The recent trends have shown that physical fitness has an effect on the neurological system as well. Considering physical inactivity to be a problem in today's world and the growing evidences on physical fitness being related to cognition and academic performance, there is a need to explore more on these relationships. Thus, this study aims to find the correlation between physical fitness with academic performance and cognitive functions in adolescent urban school children."
423,32553443,The objective of this study is to review our experience in the implementation of an innovative Telemedicine Platform (the Teleburns Project) for the acute care of burned patients.
424,32559808," Platelet dysfunction is a common cause of bleeding, perioperative blood transfusion, and surgical re-exploration in cardiac surgical patients. We evaluated the effect of incorporating a platelet function analyzer utilizing impedance aggregometry (Multiplate, Roche, Munich, Germany) into our local transfusion algorithm on the rate of platelet transfusion and postoperative blood loss in patients undergoing coronary artery bypass grafting (CABG) surgery."
425,32559176,This study aimed to estimate the extent of smoking experience among high and middle school adolescents in Southern Tunisia and to delineate its potential associated factors.
426,32563846,"In the multi-site Prescription Opioid Addiction Treatment Study (POATS), the best predictor of successful opioid use outcome was lifetime diagnosis of major depressive disorder. The primary aim of this secondary analysis of data from POATS was to empirically assess two explanations for this counterintuitive finding."
427,32580180,A dual-ended readout PET detector based on two Hamamatsu 16 × 16 arrays of 1 × 1 mm
428,32585419,"The United States is facing a ""triple wave"" epidemic fueled by novel synthetic opioids. Cryptomarkets, anonymous marketplaces located on the deep web, play an increasingly important role in the distribution of illicit substances. This article presents the data collected and processed by the eDarkTrends platform concerning the availability trends of novel synthetic opioids listed on one cryptomarket."
429,32586121,Small bowel bleeding (SBB) accounts for 5%-10% of all cases of acute gastrointestinal bleeding. Transcatheter arterial embolization (TAE) plays an important role in the treatment of SBB.
430,32586137,"Safe and reliable healthcare depends on access to health information that is accurate, valid, reliable, timely, relevant, legible and complete. National data collections are repositories of health and social care data and play a crucial role in healthcare planning and clinical decision-making. We describe the development of an evidence-informed multi-method quality improvement program aimed to improve the quality of health and social care data in Ireland. Specific components involved: development of guidance to support implementation of health information standards; review program to assess compliance with standards; and educating health information stakeholders about health data and information quality. Observations from implementation of the program indicate enhanced health information stakeholder awareness of, and increased adoption of information management standards. The methodology used in the review program has proved to be a robust approach to identify areas of good practice and opportunities for improvement in information management practices. There has been positive adoption of the program among organisations reviewed and acceptance of the proposed recommendations. Early indications are that this multi-method approach will drive improvements in information management practices, leading to an improvement in health and social care data quality in Ireland. Aspects of this approach may be adapted to meet the needs of other countries."
431,32586162,"While patients with angiogram-negative subarachnoid hemorrhages (ANSAH) have better prognoses than those with aneurysmal SAH, frailty's impact on outcomes in ANSAH is unclear. We previously showed that the modified frailty index (mFI-11) is associated with poor outcomes following ANSAH. Here, we compared the mFI-5, mFI-11, Charlson Comorbidity Index (CCI), and temporalis thickness (TMT) to determine which index was the best predictor of ANSAH outcomes and mortality rates."
432,32590210,"Having more than one drug use disorders (DUDs) is an increasing public health concern, but it has been understudied. The goal of this study is to investigate the prevalence and patterns of coexisting DUD diagnoses among inpatient hospitalizations due to DUD in the United States."
433,32593152,"While substance use can lead to incarceration, the disruptive effects of incarceration may lead to, or increase psychosocial vulnerability and substance use. Using causal inference methods, we measured longitudinal associations between incarceration and post-release substance use among Black men who have sex with men (BMSM), populations facing disproportionate risk of incarceration and substance use."
434,32599494,"Binge drinking is common during college, and studies have shown that many college students drink in quantities that far exceed the standard binge drinking threshold. Previous research has noted personality differences in individuals who engage in binge drinking, but few studies have examined neurobiological differences in both standard bingers (4/5 drinks in two hours for females/males; sBinge) and extreme binge drinkers (8+/10+ drinks in two hours for females/males; eBinge)."
435,32599567,"Atomic force microscopy (AFM) belongs to the high resolution and high sensitivity surface imaging technologies. In this method force interactions between the tip and the surface are observed to characterize sample properties. In the so-called contact AFM (C AFM) mode the tip is brought into continuous contact with the sample. Significant progress in the AFM technology can be obtained, when the so-called active cantilever technology is implemented in the surface measurements. The built-in deflection actuator enables very precise excitation of the cantilever. Moreover, as the mass of the beam is very small the static beam displacement can be controlled in the wide frequency range. In the experiments, which we describe in this article, we applied the so called active electromagnetic cantilevers. They integrate a conductive loop which, when immersed in the magnetic field and biased with electric current, acts as an electromagnetic deflection actuator. The induced and precisely estimated Lorentz force, which is a function of bias current, cantilever geometry and magnetic field makes the cantilever deflect. Moreover, the probe stiffness can be calibrated with lower uncertainty as in the case of standard thermomechanical analysis. NZ AFM technology required application of a novel control algorithm, called PredPID, in which the cantilever bending caused by a proportional-integral-derivative (PID) block maintaining the constant load force was predicted."
436,32601441,"The HIV-1 envelope glycoprotein (Env) trimer, composed of gp120 and gp41 subunits, mediates viral entry into cells. Recombinant Env trimers have been studied structurally, but characterization of Env embedded in intact virus membranes has been limited to low resolution. Here, we deploy cryo-electron tomography and subtomogram averaging to determine the structures of Env trimers on aldrithiol-2 (AT-2)-inactivated virions in ligand-free, antibody-bound and CD4-bound forms at subnanometer resolution. Tomographic reconstructions document molecular features consistent with high-resolution structures of engineered soluble and detergent-solubilized Env trimers. One of three conformational states previously predicted by smFRET was not observed by cryo-ET, potentially owing to AT-2 inactivation. We did observe Env trimers to open in situ in response to CD4 binding, with an outward movement of gp120-variable loops and an extension of a critical gp41 helix. Overall features of Env trimer embedded in AT-2-treated virions appear well-represented by current engineered trimers."
437,32610170,"Chemotherapy-induced alopecia is psychologically challenging for patients undergoing cancer treatment, and scalp cooling has been shown to prevent or decrease the hair loss."
438,32611461,"In this time of Covid-19, life in healthcare has changed immeasurably. It has rapidly been injected with an 'all hands-on deck' approach, to facilitate the necessary adaptations required to reduce the spread of the virus and deliver frontline clinical care. Inevitably aspects of these changes have disrupted the delivery of medical education, notably clinical placements have been cancelled and social distancing guidelines prohibit face-to-face teaching. The training of future doctors is an essential part of this effort. Indeed, the emergence of a global health threat has underlined its continued importance. For medical educators and students alike, we have been presented with a challenge. Concurrently, this presents us with an impetus and opportunity for innovation. For some time now, a transformation in medical education has been called for, with an increasing recognition of the need to prepare students for the changing landscape of healthcare systems. This has included a focus on the use of technology-enhanced and self-directed learning. As a team of educators and clinicians in psychiatry, working in the School of Medicine and Medical Sciences (SMMS) in University College Dublin (UCD), we will share how we have responded. We outline the adaptations made to our 'Psychiatry' module and consider the influence this may have on its future delivery. These changes were informed by direct student input."
439,32611470,"Youth mental health is a rapidly developing field with a focus on prevention, early identification, treatment innovation and service development. In this perspective piece, we discuss the effects of COVID-19 on young people's mental health. The psychosocial effects of COVID-19 disproportionately affect young people. Both immediate and longer-term factors through which young people are affected include social isolation, changes to the delivery of therapeutic services and almost complete loss of all structured occupations (school, work and training) within this population group. Longer-term mechanisms include the effects of the predicted recession on young people's mental health. Opportunities within this crisis exist for service providers to scale up telehealth and digital services that may benefit service provision for young people's mental health in the future."
440,32611473,"The COVID-19 pandemic has posed many challenges in maintaining standards of care and treatment for patients while managing the increased anxieties of patients, carers and the public in general. This paper highlights several clinical, administrative, medicolegal and IT implications of COVID-19 on the delivery of mental healthcare to an elderly vulnerable patient cohort due to recommended social distancing measures. Our Psychiatry of Later Life team has adapted to this by restricting face-to-face consultation, while continuing to provide telephone support. We have modified our documentation standard and have improved some aspects of our team working by facilitating flexible working arrangement and relevant training for staff as well as by embracing new technology. Notwithstanding the challenges therefore, this exceptional time has also opened avenues for new and innovative opportunities that can be further explored even when the current crisis eventually passes."
441,32623869,"Rheumatic manifestations are the most frequent extra-intestinal manifestations (EIMs) in inflammatory bowel disease (IBD) patients, and they are responsible for a relevant reduction of quality of life. IBD is associated with a variety of musculoskeletal manifestations such as arthritis and non-inflammatory pain as well as with metabolic diseases, such as osteoporosis. Different imaging techniques (primarily ultrasound, magnetic resonance imaging and X-rays) can help the clinician to correctly identify the nature of manifestations and to treat the patient accordingly. Nowadays, in the setting of IBD-related arthritides, different drugs are available and can be effective on both articular and intestinal involvement. Therefore, a multi-disciplinary approach provides an early diagnosis and a better clinical outcome that can only be given from the recognition and consideration of the different EIMs. As for rheumatic manifestations, namely IBD-related arthritis, an early intervention allows to control disease activity and to prevent structural damage."
442,32623873,"Nowadays irritable bowel syndrome (IBS) and lactose intolerance (LI) are two very frequent diseases. IBS is a functional disorder, while LI is caused by the inability to digest lactose. LI is often incorrectly diagnosed as IBS. The aim of our study is to identify LI patients among IBS patients, so as to set up a correct therapy."
443,32628804,"Perfluorocarbons, saturated carbon chains in which all the hydrogen atoms are replaced with fluorine, form a separate phase from both organic and aqueous solutions. Though perfluorinated compounds are not found in living systems, they can be used to modify biomolecules to confer orthogonal behavior within natural systems, such as improved stability, engineered assembly, and cell-permeability. Perfluorinated groups also provide handles for purification, mass spectrometry, and "
444,32647103,"Many physiological signals are degraded by significant corruptions that limit their usefulness. One example is cerebral blood flow velocity (CBFV) signals, measured by transcranial Doppler, which are susceptible to large errors from patient motion. In this paper, we propose a method to remove artifacts and impute sections of missing data in these signals."
445,32652524, Intrathoracic neurogenic tumors (INTs) are uncommon neoplasms arising from nerve tissues. We report our single-center experience in treating these rare INTs.
446,32658802,"To describe the nature, associated risk factors and age of diagnosis for childhood hearing loss in a South African cohort from the Western Cape Province."
447,32666866,"This systematic review and meta-analysis aimed to critically evaluate and summarise all available evidence derived from randomised clinical trials (RCTs) regarding aromatherapy's effects on labour pain and anxiety relief. Literature search was performed in MEDLINE/PubMed, Cochrane library, Cochrane Central Register of Controlled Trials (CENTRAL) and Scopus since their respective inception to January 2019. Additionally, Google Scholar was also searched to explore citations of eligible final studies which were subsequently included in the systematic review. The search strategy used was: (pregnancy or pregnant or prenatal or antenatal or perinatal or maternal) AND (aromatherapy or essential oils or aroma therapy). Per inclusion and exclusion criteria established by the current study, nine RCTs were included in the systematic review. Results from the current study suggested that aromatherapy significantly decreased pain and anxiety in the first stage of labour.IMPACT STATEMENT"
448,32675537,There is limited evidence for the use of postoperative antibiotics for simple appendicitis (SA) in children. Our aim was to conduct a prospective double-blinded randomized controlled trial to investigate this after a laparoscopic appendicectomy.
449,32677416,"The mechanisms of chronic hepatitis C virus (HCV)-induced liver fibrosis and hepatocarcinogenesis are still poorly recognized. Therefore, this study aimed to determine the effect of chronic HCV infection on the expression of the major regulators of epithelial-mesenchymal transition (EMT) including E-cadherin, Snail, Slug, and Twist2, in the Egyptian population. This will help to design more efficient strategies to treat HCV-associated cirrhosis and carcinoma."
450,32675548,"Systemic inflammation via host-tumor interactions is currently recognized as a hallmark of cancer. The aim of this study was to evaluate the prognostic value of various combinations of inflammatory factors using preoperative blood, and to assess the clinical significance of our newly developed inflammatory score in colorectal cancer (CRC) patients."
451,32677418,"Inflammatory bowel diseases (IBD), that includes ulcerative colitis and Crohn's disease, can affect not only the gastrointestinal tract but a wide spectrum of organs. The extra-intestinal manifestations (EIMs) are one of the most challenging aspect of IBD, playing a significant role for the lifetime care and the quality of life of patients. Ocular manifestations are the third most frequent EIMs, preceded by articular and dermatological ones. The aim of this narrative review is to describe the different types of ocular involvements, focusing on their clinical management. Uveitis and episcleritis are the most common ocular EIMs, differing for many aspects. Uveitis are unrelated with IBD activity and they even precede the onset of the intestinal disease, while episcleritis are common defined as a good mark of IBD activity. Pain is uncommon in most cases of episcleritis, while severe eye pain and photophobia are the most frequent onset of anterior uveitis. Less common but even more severe, are orbital pseudotumor or posterior segment involvement. Most of the ocular EIMs can be successfully treated with topic and oral steroids and the underlying therapy for IBD can reduce or cut out at all the recurrence of these manifestations. Symptoms are commonly not specific, in some cases being unnoticed for years leading to permanent ocular consequences. Cooperation between different specialists is crucial to avoid all the possible consequences of a non-treated EIMs, especially for ocular ones."
452,32677419,"Small bowel capsule endoscopy (SBCE) was introduced into clinical practice almost 20 years ago and, nowadays, it is an essential tool for the study of the small bowel. SBCE allows a radiation-free examination of the entire mucosal surface of the small bowel with high-quality images, limited invasivity and a good safety profile. Nevertheless, the main limitation of SBCE is the lack of any possible direct therapeutic intervention. Indications for SBCE have evolved throughout the years, from ""old"" ones such as suspected small bowel bleeding (still the main indication for SBCE) to newer ones such as refractory celiac disease, hereditary polyposis syndromes and Crohn's disease. Thus, nowadays SBCE has a key role in the diagnostic algorithms in many conditions. Furthermore, the introduction in the SBCE field of cutting-edge technologies, as artificial intelligence systems, is likely to shorten the reading time making SBCE even more effective and easy to perform. Preliminary data are extremely promising and solid evidence is being gathered by current studies."
453,32677420,"Focal liver lesions (FLLs) are a common finding during routine abdominal ultrasound (US). The differential diagnosis between diverse types of FLLs, especially between benign and malignant ones, is extremely important and can often be particularly challenging. Radiological techniques with contrast administration and/or liver biopsy are mostly necessary for establishing diagnosis, but they have several contraindications or complications. Due to limitations of these tools, there is urgent and still unmet need to develop a first line, non-invasive and simple method to diagnose FLLs. Elastography is an US-based imaging modality that provides information about the physical parameter corresponding to the tissue stiffness and can be considered a virtual biopsy. Several elastographic approaches have been developed, such as transient elastography, strain imaging and share wave imaging, which include point shear wave elastography and 2D shear wave elastography. These tools are already in use for evaluating liver fibrosis and in the assessment of focal lesions in other organs, like breast and thyroid gland. This review aims to assess the current evidence of different techniques based on elastography in the setting of FLLs, in order to evaluate accuracy, limitations and future perspectives. In particular, we focused on two contexts: the ability of discriminating between benign and malignant lesions, especially hepatocellular carcinoma and liver metastasis, and the surveillance after percutaneous therapy. This could have a high clinical impact making elastography crucial to identify the appropriate management of FLLs."
454,32677777,"Laparoscopy is a surgical procedure that has been used widely in medicine over the last thirty years. In gynecology, laparoscopy is the ""gold standard"" for the majority of gynecological procedures, as its superiority over laparotomy has been widely demonstrated. In recent years, the current trend of gynecologists is to make laparoscopy surgery even less invasive by reducing the number of incisions in the skin, as it happens with laparoendoscopic single-site surgery, or by reducing the size of them as in mini-laparoscopy. The aim of this work was to perform an extensive review and update of the evolution of single-port surgery and mini-laparoscopic surgery in gynecology as well as to evaluate its current role in this field."
455,32680662,Harvesting partial thickness skin grafts is an important technical skill the training plastic surgeon is required to hone. Historically accomplished via manual dermatome (Humby's knife) or the modern day electric dermatome.
456,32690332,"IThe incidence of burns in pregnancy is very low, therefore little is confirmed in the specific management of pregnant women who are burned."
457,32691638,"This study tests coverage of SNOMED CT as an expansion source in the process of automated expansion of clinical terms found in discharge summaries. Term expansion is commonly used as a technique in knowledge extraction, query formulation and semantic modelling among other applications. However, characteristics of the sources might affect credibility of outputs, and coverage is one of them."
458,32690600,"Although severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) RNA was detected in faeces of patients with COVID-19, the activity and infectivity of the virus in the GI tract during disease course is largely unknown. We investigated temporal transcriptional activity of SARS-CoV-2 and its association with longitudinal faecal microbiome alterations in patients with COVID-19."
459,32702197,We aimed to investigate the impact of applying the 2019 European Alliance of Associations for Rheumatology (EULAR)/American College of Rheumatology (ACR) classification criteria for systemic lupus erythematosus (SLE) in a previously described cohort of women with undifferentiated connective tissue disease (UCTD).
460,32715929,"This study aims at exploring human error in an airport control tower through the technique for the retrospective and predictive analysis of cognitive error (TRACEr) and the controller action reliability assessment (CARA) method. Despite the presence of automated safety nets, air traffic control (ATC) is heavily dependent upon the capabilities of humans. A number of ATC-relevant accidents were characterized by human errors. The data related to error dimensions were collected through interview and direct observation. Then, human error probability and error-producing conditions were evaluated by the CARA method. The results showed that selection and quality, memory, distraction/preoccupation, and traffic and airspace have the highest percentage error rates. Furthermore, the results indicated that the highest probability of error was associated with emergency situation management. This study is the first research to classify and quantify human errors using the TRACEr and the CARA method to evaluate controller error in ATC."
461,32720802,"Genitourinary syndrome of menopause (GSM) may affect up to 90% of menopausal women, including vulvovaginal atrophy (VVA), burning, pain, bleeding, irritation, dyspareunia, anorgasmia, and urinary symptoms. Vaginal symptoms from lack of estrogens can have a significant impact on the sexual health and quality of life (QoL) in as many as 50% of postmenopausal women. Several therapeutic alternatives, both hormonal and non- hormonal, have been proposed. Microablative CO<inf>2</inf> laser is one of the three non-surgical energy-based therapies, with Erbium:YAG laser and temperature-controlled radiofrequency (RF). Microablative CO<inf>2</inf> laser induces morphological changes in vaginal tissues and results of several clinical trials suggest that this type of laser improves symptoms of GSM. Moreover, this treatment seems to be safe. Given the increasingly widespread use of laser CO<inf>2</inf> as a non-hormonal alternative treatment for GSM, the authors reviewed the current published literature evaluating this therapy, to compare efficacy and safety of different protocols."
462,32721634,"The CBM complex, which is composed of the proteins CARMA1, BCL10, and MALT1, serves multiple pivotal roles as a mediator of T-cell receptor and B-cell receptor-dependent NF-κB induction and lymphocyte activation. CARMA1, BCL10, and MALT1 are each proto-oncoproteins and dysregulation of CBM signaling, as a result of somatic gain-of-function mutation or chromosomal translocation, is a hallmark of multiple lymphoid malignancies including Activated B-cell Diffuse Large B-cell Lymphoma. Moreover, loss-of-function as well as gain-of-function germline mutations in CBM complex proteins have been associated with a range of immune dysregulation syndromes. A wealth of detailed structural information has become available over the past decade through meticulous interrogation of the interactions between CBM components. Here, we review key findings regarding the biochemical nature of these protein-protein interactions which have ultimately led the field to a sophisticated understanding of how these proteins assemble into high-order filamentous CBM complexes. To date, approaches to therapeutic inhibition of the CBM complex for the treatment of lymphoid malignancy and/or auto-immunity have focused on blocking MALT1 protease function. We also review key studies relating to the structural impact of MALT1 protease inhibitors on key protein-protein interactions."
463,32725170,"Despite its broad host range, the spotted lanternfly Lycorma delicatula (White), is known to have a marked preference for Ailanthus altissima. However, whether this polyphagous phloem feeder can complete its life cycle in the absence of A. altissima is unknown. We examined the performance of L. delicatula with and without access to A. altissima by tracking development, survival, host tree species association, and oviposition in large enclosures planted with Salix babylonica and Acer saccharinum along with either A. altissima or Betula nigra. We monitored enclosures from late May 2019 through June 2020. Lycorma delicatula survival was slightly higher in enclosures with A. altissima and 50% of individuals in A. altissima enclosures reached the adult stage ~6.5 d earlier than in enclosures without A. altissima. In the presence of A. altissima, nymphs were most frequently observed on this host while adults were found at similar frequencies on A. altissima and A. saccharinum. In the absence of A. altissima, nymphs were most frequently associated with S. babylonica and A. saccharinum, while adults were most often found on A. saccharinum. Females laid a total of 46 and 6 egg masses in enclosures with and without A. altissima, respectively, before freezing temperatures killed the remaining adults. The proportion of eggs that hatched per egg mass did not differ between treatments. Although L. delicatula can complete development and reproduce on other host species without access to A. altissima, fitness was reduced. These findings have implications for management that relies exclusively on treatment of A. altissima."
464,32736374,"Retinal prostheses strive to restore vison to patients that are blind from retinal degeneration by electrically stimulating surviving retinal ganglion cells (RGCs). The quality of elicited percepts remains limited however and it is desirable to develop improved stimulation strategies. Here, we examine how the anatomical and biophysical properties of RGCs influence activation thresholds, including the effects of variations found naturally."
465,32741132,To determine whether a diagnosis of polymyalgia rheumatica (PMR) is associated with premature mortality.
466,32744453,"Urinary incontinence, the involuntary loss of urine, is a common condition that affects approximately 50% of adult women. This condition increases with age, affecting 10% to 20% of all women and up to 77% of elderly women residing in nursing homes."
467,32747785,"Mitochondrial complex I powers ATP synthesis by oxidative phosphorylation, exploiting the energy from ubiquinone reduction by NADH to drive protons across the energy-transducing inner membrane. Recent cryo-EM analyses of mammalian and yeast complex I have revolutionized structural and mechanistic knowledge and defined structures in different functional states. Here, we describe a 2.7-Å-resolution structure of the 42-subunit complex I from the yeast Yarrowia lipolytica containing 275 structured water molecules. We identify a proton-relay pathway for ubiquinone reduction and water molecules that connect mechanistically crucial elements and constitute proton-translocation pathways through the membrane. By comparison with known structures, we deconvolute structural changes governing the mammalian 'deactive transition' (relevant to ischemia-reperfusion injury) and their effects on the ubiquinone-binding site and a connected cavity in ND1. Our structure thus provides important insights into catalysis by this enigmatic respiratory machine."
468,32750193,"One promising strategy to combat antibiotic-resistant bacteria is to develop compounds that block bacterial defenses against antibacterial conditions produced by the innate immune system. Salmonella enterica, which causes food-borne gastroenteritis and typhoid fever, requires histidine kinases (HKs) to resist innate immune defenses such as cationic antimicrobial peptides (CAMPs). Herein, we report that 2-aminobenzothiazoles block histidine kinase-dependent phenotypes in Salmonella enterica serotype Typhimurium. We found that 2-aminobenzothiazoles inhibited growth under low Mg"
469,32746085,"Extensive research has been done on oil spill simulation techniques, spatial optimization models, and oil spill cleanup strategies. This article presents a visual analytics system that integrates the independent facets of spill modeling techniques and spatial optimization to enable inspection, exploration, and decision making for offshore oil spill response."
470,32746086,"Simulations of cosmic evolution are a means to explain the formation of the universe as we see it today. The resulting data of such simulations comprise numerous physical quantities, which turns their analysis into a complex task. Here, we analyze such high-dimensional and time-varying particle data using various visualization techniques from the fields of particle visualization, flow visualization, volume visualization, and information visualization. Our approach employs specialized filters to extract and highlight the development of so-called active galactic nuclei and filament structures formed by the particles. Additionally, we calculate X-ray emission of the evolving structures in a preprocessing step to complement visual analysis. Our approach is integrated into a single visual analytics framework to allow for analysis of star formation at interactive frame rates. Finally, we lay out the methodological aspects of our work that led to success at the 2019 IEEE SciVis Contest."
471,32761725,The design of near-infrared (NIR)-active photosensitizers (PSs) for light-based cancer treatments such as photodynamic therapy (PDT) has been a challenge. While several NIR-Ru
472,32773735,A detailed assessment of biliary tract anatomy is necessary for the successful reoperation for hepatolithiasis. This study aimed to evaluate the feasibility of preoperative individualized surgical planning with three-dimensional (3D) imaging technique for reoperation of hepatolithiasis.
473,32773741,"Maxillofacial trauma is complex kind of injury that requires complex treatment, hence it is difficult in selecting the type of intubation technique depending on trauma. With the advent of various technologies and devices, surgeon and anesthetist should select right method of intubation that will benefit patient."
474,32773743,"In this study, we planned to determine the frequency of postoperative AF and its related parameters in morbidly obese patients who underwent bariatric surgery."
475,32773750,Diastasis recti abdominis (DRA) is defined as an abnormally wide distance separates the two rectus muscles. Thinning and widening of the linea alba is an important risk factor for development midline hernia. In patient with DRA there is an increase rate of hernia recurrence.
476,32773751,"Pelvic organ prolapse (POP) etiology is a combination of anatomical, physiological, genetic, lifestyle, and reproductive factors determine pelvic floor dysfunction. POP is very common across all ages women worldwide and has become an increasing socioeconomic problem with public health consequences, with symptoms that could lead to a significant decrease in quality of life."
477,32781184,Botulinum neurotoxin type A has been used for the treatment of hyperhidrosis.
478,32776704,"Homochirality is a signature of biological systems. The essential and ubiquitous cofactor S-adenosyl-l-methionine (SAM) is synthesized in cells from adenosine triphosphate and l-methionine to yield exclusively the (S,S)-SAM diastereomer. (S,S)-SAM plays a crucial role as the primary methyl donor in transmethylation reactions important to the development and homeostasis of all organisms from bacteria to humans. However, (S,S)-SAM slowly racemizes at the sulfonium center to yield the inactive (R,S)-SAM, which can inhibit methyltransferases. Control of SAM homochirality has been shown to involve homocysteine S-methyltransferases in plants, insects, worms, yeast, and in ∼18 % of bacteria. Herein, we show that a recombinant protein containing a domain of unknown function (DUF62) from the actinomycete bacterium Salinispora tropica functions as a stereoselective (R,S)-SAM hydrolase (adenosine-forming). DUF62 proteins are encoded in the genomes of 21 % of bacteria and 42 % of archaea and potentially represent a novel mechanism to remediate SAM damage."
479,32785903,The aim of this study was to provide representative results on gender-specific utilization of outpatient medical and preventive care in a peripheral rural area.
480,32799405,The aim of our systematic review and meta-analysis was to investigate whether overweight/obesity are associated with higher disease activity measures in patients with axial spondyloarthritis (SpA).
481,32799426,"A well-established link exists between obesity and knee osteoarthritis, and recent research has implicated diabetes mellitus as a potential cause of cartilage degeneration. The objective of this study was to use the National Health and Nutrition Examination Survey (NHANES) database to examine the association between knee pain and various metabolic factors."
482,32799430,To determine rates of cervical cancer screening and associated abnormal results in women with systemic lupus erythematosus (SLE).
483,32807543,"Despite its clinical relevance in several populations, there is no evidence on applicability of the 6-min walk test (6MWT) in burned subjects."
484,32811576,"The declaration of a COVID-19 (Severe Acute Respiratory Syndrome - CoronaVirus2) pandemic by the World Health Organization in March 2020 has vastly changed the landscape in which mental health services function. Consideration is required to adapt services during this unusual time, ensuring continued provision of care for current patients, availability of care for patients with new-onset mental health difficulties and delivery of evidence-based support for healthcare professionals working with affected patients. Lessons can be learned from research carried out during the severe acute respiratory syndrome, Middle East respiratory syndrome and Ebola epidemics to ensure the delivery of efficient and effective mental health services both now and into the future."
485,32813284,To provide guidance on the implementation of recommended American College of Rheumatology (ACR) rheumatoid arthritis (RA) disease activity and functional status assessment measures in telehealth settings.
486,32813324,Few studies have explored foot osteoarthritis (OA) in the general population. The purpose of this study was to determine the frequency of foot OA and identify associated factors in a cross-sectional analysis of a large community-based cohort.
487,32813314,To assess cancer risk factors in incident systemic lupus erythematosus (SLE).
488,32813333,To evaluate work-related issues (WRIs) and their determinants in patients with axial spondyloarthritis (SpA) across Europe.
489,32814002,
490,32814003,
491,32814004,
492,32814005,
493,32814008,
494,32814010,
495,32814011,
496,32821028,
497,32822788,"Interest in and research on hidradenitis suppurativa (HS) have increased during the past decade, resulting in expanded knowledge about associated comorbidities and treatment efficacy. Knowledge about pediatric-onset HS is still limited, based on case studies, small case series, and extrapolation from adult studies. With increasing prevalence of childhood obesity, decreasing pubertal age, and increasing awareness of HS, physicians may start encountering younger HS patients. This review presents an updated discussion on the epidemiology, pathophysiology, and associated comorbidities in HS, with a focus on pediatric and adolescent patients. It also suggests recommendations for investigation and treatment based on current evidence."
498,32822789,"Fanconi anemia (FA) is a genetic disorder that results in bone marrow failure, physical abnormalities, and solid organ malignancies. The diagnosis of FA is often delayed because the early disease characteristics have not been well established."
499,32826386,"To assess tobacco licensing-law strategies (eg, restricting the sale of tobacco near schools, banning the sale of tobacco in pharmacies) in terms of the equity of their impact and ability to correct existing disparities in tobacco retailer density."
500,32828018,Determine whether a murine model of cytomegalovirus (CMV) and CMV- infected children show evidence of synaptopathy.
